# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      70     -0.77705899E-09     -0.84192277E-09     -0.20011963E-04     -0.42490886E-03
      71     -0.77725372E-09     -0.84192277E-09     -0.20289821E-04     -0.42490886E-03
      72     -0.77754041E-09     -0.84192277E-09     -0.20594239E-04     -0.42490886E-03
      73     -0.77779484E-09     -0.84192277E-09     -0.20890446E-04     -0.42490886E-03
      74     -0.77809697E-09     -0.84192277E-09     -0.21188253E-04     -0.42490886E-03
      75     -0.77820735E-09     -0.84192277E-09     -0.21459311E-04     -0.42490886E-03
      76     -0.77829147E-09     -0.84192277E-09     -0.21608290E-04     -0.42490886E-03
      77     -0.77832299E-09     -0.84192277E-09     -0.21723711E-04     -0.42490886E-03
      78     -0.77833409E-09     -0.84192277E-09     -0.21744401E-04     -0.42490886E-03
      79     -0.77845471E-09     -0.84192277E-09     -0.21893703E-04     -0.42490886E-03
      80     -0.77859148E-09     -0.84192277E-09     -0.22172182E-04     -0.42490886E-03
      81     -0.77871429E-09     -0.84192277E-09     -0.22439651E-04     -0.42490886E-03
      82     -0.77882710E-09     -0.84192277E-09     -0.22728504E-04     -0.42490886E-03
      83     -0.77894420E-09     -0.84192277E-09     -0.23012165E-04     -0.42490886E-03
      84     -0.77904469E-09     -0.84192277E-09     -0.23293082E-04     -0.42490886E-03
      85     -0.77912988E-09     -0.84192277E-09     -0.23477096E-04     -0.42490886E-03
      86     -0.77918689E-09     -0.84192277E-09     -0.23614272E-04     -0.42490886E-03
      87     -0.77924270E-09     -0.84192277E-09     -0.23744174E-04     -0.42490886E-03
      88     -0.77925891E-09     -0.84192277E-09     -0.23875450E-04     -0.42490886E-03
      89     -0.77936621E-09     -0.84192277E-09     -0.24139922E-04     -0.42490886E-03
      90     -0.77944503E-09     -0.84192277E-09     -0.24419543E-04     -0.42490886E-03
      91     -0.77949978E-09     -0.84192277E-09     -0.24698581E-04     -0.42490886E-03
      92     -0.77957301E-09     -0.84192277E-09     -0.24992029E-04     -0.42490886E-03
      93     -0.77964104E-09     -0.84192277E-09     -0.25251396E-04     -0.42490886E-03
      94     -0.77969440E-09     -0.84192277E-09     -0.25494250E-04     -0.42490886E-03
      95     -0.77972885E-09     -0.84192277E-09     -0.25653802E-04     -0.42490886E-03
      96     -0.77978114E-09     -0.84192277E-09     -0.25801090E-04     -0.42490886E-03
      97     -0.77987488E-09     -0.84192277E-09     -0.26036326E-04     -0.42490886E-03
      98     -0.77993278E-09     -0.84192277E-09     -0.26291519E-04     -0.42490886E-03
      99     -0.77998321E-09     -0.84192277E-09     -0.26523786E-04     -0.42490886E-03
     100     -0.78004152E-09     -0.84192277E-09     -0.26796827E-04     -0.42490886E-03
     101     -0.78006534E-09     -0.84192277E-09     -0.26948146E-04     -0.42490886E-03
     102     -0.78013448E-09     -0.84192277E-09     -0.27219085E-04     -0.42490886E-03
     103     -0.78017180E-09     -0.84192277E-09     -0.27355320E-04     -0.42490886E-03
     104     -0.78021022E-09     -0.84192277E-09     -0.27516874E-04     -0.42490886E-03
     105     -0.78025315E-09     -0.84192277E-09     -0.27754745E-04     -0.42490886E-03
     106     -0.78029396E-09     -0.84192277E-09     -0.28011519E-04     -0.42490886E-03
     107     -0.78033125E-09     -0.84192277E-09     -0.28190116E-04     -0.42490886E-03
     108     -0.78034434E-09     -0.84192277E-09     -0.28279973E-04     -0.42490886E-03
     109     -0.78036841E-09     -0.84192277E-09     -0.28417759E-04     -0.42490886E-03
     110     -0.78040221E-09     -0.84192277E-09     -0.28546793E-04     -0.42490886E-03
     111     -0.78044763E-09     -0.84192277E-09     -0.28691729E-04     -0.42490886E-03
     112     -0.78048737E-09     -0.84192277E-09     -0.28839301E-04     -0.42490886E-03
     113     -0.78053558E-09     -0.84192277E-09     -0.28986402E-04     -0.42490886E-03
     114     -0.78057812E-09     -0.84192277E-09     -0.29140900E-04     -0.42490886E-03
     115     -0.78061559E-09     -0.84192277E-09     -0.29274128E-04     -0.42490886E-03
     116     -0.78061801E-09     -0.84192277E-09     -0.29282413E-04     -0.42490886E-03
     117     -0.78063746E-09     -0.84192277E-09     -0.29425293E-04     -0.42490886E-03
     118     -0.78064358E-09     -0.84192277E-09     -0.29532724E-04     -0.42490886E-03
     119     -0.78064488E-09     -0.84192277E-09     -0.29548290E-04     -0.42490886E-03
     120     -0.78070959E-09     -0.84192277E-09     -0.29723373E-04     -0.42490886E-03
     121     -0.78078180E-09     -0.84192277E-09     -0.29877832E-04     -0.42490886E-03
     122     -0.78078254E-09     -0.84192277E-09     -0.29884356E-04     -0.42490886E-03
     123     -0.78078550E-09     -0.84192277E-09     -0.29890966E-04     -0.42490886E-03
     124     -0.78078621E-09     -0.84192277E-09     -0.29898081E-04     -0.42490886E-03
     125     -0.78079143E-09     -0.84192277E-09     -0.29908885E-04     -0.42490886E-03
     126     -0.78079452E-09     -0.84192277E-09     -0.29922569E-04     -0.42490886E-03
     127     -0.78083549E-09     -0.84192277E-09     -0.30072925E-04     -0.42490886E-03
     128     -0.78087319E-09     -0.84192277E-09     -0.30209551E-04     -0.42490886E-03
     129     -0.78088016E-09     -0.84192277E-09     -0.30235645E-04     -0.42490886E-03
     130     -0.78091400E-09     -0.84192277E-09     -0.30420845E-04     -0.42490886E-03
     131     -0.78096511E-09     -0.84192277E-09     -0.30680479E-04     -0.42490886E-03
     132     -0.78096663E-09     -0.84192277E-09     -0.30688025E-04     -0.42490886E-03
     133     -0.78097716E-09     -0.84192277E-09     -0.30728448E-04     -0.42490886E-03
     134     -0.78100836E-09     -0.84192277E-09     -0.30845190E-04     -0.42490886E-03
     135     -0.78103377E-09     -0.84192277E-09     -0.30988454E-04     -0.42490886E-03
     136     -0.78105225E-09     -0.84192277E-09     -0.31122298E-04     -0.42490886E-03
     137     -0.78107649E-09     -0.84192277E-09     -0.31272650E-04     -0.42490886E-03
     138     -0.78110886E-09     -0.84192277E-09     -0.31431927E-04     -0.42490886E-03
     139     -0.78113791E-09     -0.84192277E-09     -0.31495980E-04     -0.42490886E-03
     140     -0.78114068E-09     -0.84192277E-09     -0.31505008E-04     -0.42490886E-03
     141     -0.78117544E-09     -0.84192277E-09     -0.31593522E-04     -0.42490886E-03
     142     -0.78123766E-09     -0.84192277E-09     -0.31739081E-04     -0.42490886E-03
     143     -0.78123961E-09     -0.84192277E-09     -0.31741672E-04     -0.42490886E-03
     144     -0.78124085E-09     -0.84192277E-09     -0.31747901E-04     -0.42490886E-03
     145     -0.78124838E-09     -0.84192277E-09     -0.31780447E-04     -0.42490886E-03
     146     -0.78126501E-09     -0.84192277E-09     -0.31902073E-04     -0.42490886E-03
     147     -0.78127571E-09     -0.84192277E-09     -0.32027514E-04     -0.42490886E-03
     148     -0.78127936E-09     -0.84192277E-09     -0.32035403E-04     -0.42490886E-03
     149     -0.78128681E-09     -0.84192277E-09     -0.32101074E-04     -0.42490886E-03
     150     -0.78128868E-09     -0.84192277E-09     -0.32112111E-04     -0.42490886E-03
     151     -0.78129030E-09     -0.84192277E-09     -0.32120839E-04     -0.42490886E-03
     152     -0.78131089E-09     -0.84192277E-09     -0.32244737E-04     -0.42490886E-03
     153     -0.78132951E-09     -0.84192277E-09     -0.32338579E-04     -0.42490886E-03
     154     -0.78133060E-09     -0.84192277E-09     -0.32345554E-04     -0.42490886E-03
     155     -0.78133331E-09     -0.84192277E-09     -0.32354884E-04     -0.42490886E-03
     156     -0.78134028E-09     -0.84192277E-09     -0.32361072E-04     -0.42490886E-03
     157     -0.78137053E-09     -0.84192277E-09     -0.32512458E-04     -0.42490886E-03
     158     -0.78140081E-09     -0.84192277E-09     -0.32650012E-04     -0.42490886E-03
     159     -0.78142204E-09     -0.84192277E-09     -0.32794015E-04     -0.42490886E-03
     160     -0.78144221E-09     -0.84192277E-09     -0.32934897E-04     -0.42490886E-03
     161     -0.78146776E-09     -0.84192277E-09     -0.33088169E-04     -0.42490886E-03
     162     -0.78147009E-09     -0.84192277E-09     -0.33105952E-04     -0.42490886E-03
     163     -0.78148335E-09     -0.84192277E-09     -0.33202983E-04     -0.42490886E-03
     164     -0.78150742E-09     -0.84192277E-09     -0.33356595E-04     -0.42490886E-03
     165     -0.78151319E-09     -0.84192277E-09     -0.33391453E-04     -0.42490886E-03
     166     -0.78152099E-09     -0.84192277E-09     -0.33411022E-04     -0.42490886E-03
     167     -0.78153075E-09     -0.84192277E-09     -0.33478011E-04     -0.42490886E-03
     168     -0.78154481E-09     -0.84192277E-09     -0.33583875E-04     -0.42490886E-03
     169     -0.78154749E-09     -0.84192277E-09     -0.33598236E-04     -0.42490886E-03
     170     -0.78154775E-09     -0.84192277E-09     -0.33598956E-04     -0.42490886E-03
     171     -0.78154905E-09     -0.84192277E-09     -0.33604456E-04     -0.42490886E-03
     172     -0.78155002E-09     -0.84192277E-09     -0.33609739E-04     -0.42490886E-03
     173     -0.78155534E-09     -0.84192277E-09     -0.33629779E-04     -0.42490886E-03
     174     -0.78159679E-09     -0.84192277E-09     -0.33748396E-04     -0.42490886E-03
     175     -0.78160403E-09     -0.84192277E-09     -0.33786029E-04     -0.42490886E-03
     176     -0.78160914E-09     -0.84192277E-09     -0.33801950E-04     -0.42490886E-03
     177     -0.78166580E-09     -0.84192277E-09     -0.33998630E-04     -0.42490886E-03
     178     -0.78167606E-09     -0.84192277E-09     -0.34023775E-04     -0.42490886E-03
     179     -0.78168059E-09     -0.84192277E-09     -0.34040027E-04     -0.42490886E-03
     180     -0.78169144E-09     -0.84192277E-09     -0.34150279E-04     -0.42490886E-03
     181     -0.78169464E-09     -0.84192277E-09     -0.34165596E-04     -0.42490886E-03
     182     -0.78169929E-09     -0.84192277E-09     -0.34192025E-04     -0.42490886E-03
     183     -0.78170167E-09     -0.84192277E-09     -0.34207157E-04     -0.42490886E-03
     184     -0.78170341E-09     -0.84192277E-09     -0.34221561E-04     -0.42490886E-03
     185     -0.78170803E-09     -0.84192277E-09     -0.34240327E-04     -0.42490886E-03
     186     -0.78171115E-09     -0.84192277E-09     -0.34267963E-04     -0.42490886E-03
     187     -0.78171552E-09     -0.84192277E-09     -0.34297023E-04     -0.42490886E-03
     188     -0.78172385E-09     -0.84192277E-09     -0.34346735E-04     -0.42490886E-03
     189     -0.78174869E-09     -0.84192277E-09     -0.34443124E-04     -0.42490886E-03
     190     -0.78177498E-09     -0.84192277E-09     -0.34537343E-04     -0.42490886E-03
     191     -0.78177604E-09     -0.84192277E-09     -0.34539884E-04     -0.42490886E-03
     192     -0.78178996E-09     -0.84192277E-09     -0.34588112E-04     -0.42490886E-03
     193     -0.78181225E-09     -0.84192277E-09     -0.34717918E-04     -0.42490886E-03
     194     -0.78183190E-09     -0.84192277E-09     -0.34861530E-04     -0.42490886E-03
     195     -0.78184829E-09     -0.84192277E-09     -0.34989698E-04     -0.42490886E-03
     196     -0.78185880E-09     -0.84192277E-09     -0.35073216E-04     -0.42490886E-03
     197     -0.78186613E-09     -0.84192277E-09     -0.35115426E-04     -0.42490886E-03
     198     -0.78188663E-09     -0.84192277E-09     -0.35243332E-04     -0.42490886E-03
     199     -0.78188716E-09     -0.84192277E-09     -0.35245488E-04     -0.42490886E-03
     200     -0.78190545E-09     -0.84192277E-09     -0.35342023E-04     -0.42490886E-03
     201     -0.78191934E-09     -0.84192277E-09     -0.35421092E-04     -0.42490886E-03
     202     -0.78192423E-09     -0.84192277E-09     -0.35460161E-04     -0.42490886E-03
     203     -0.78193505E-09     -0.84192277E-09     -0.35535058E-04     -0.42490886E-03
     204     -0.78194177E-09     -0.84192277E-09     -0.35652344E-04     -0.42490886E-03
     205     -0.78195482E-09     -0.84192277E-09     -0.35797808E-04     -0.42490886E-03
     206     -0.78196203E-09     -0.84192277E-09     -0.35842967E-04     -0.42490886E-03
     207     -0.78196375E-09     -0.84192277E-09     -0.35851627E-04     -0.42490886E-03
     208     -0.78198130E-09     -0.84192277E-09     -0.35913517E-04     -0.42490886E-03
     209     -0.78198436E-09     -0.84192277E-09     -0.35927699E-04     -0.42490886E-03
     210     -0.78200130E-09     -0.84192277E-09     -0.36000463E-04     -0.42490886E-03
     211     -0.78201071E-09     -0.84192277E-09     -0.36065832E-04     -0.42490886E-03
     212     -0.78201361E-09     -0.84192277E-09     -0.36083202E-04     -0.42490886E-03
     213     -0.78202516E-09     -0.84192277E-09     -0.36157362E-04     -0.42490886E-03
     214     -0.78202764E-09     -0.84192277E-09     -0.36169332E-04     -0.42490886E-03
     215     -0.78203903E-09     -0.84192277E-09     -0.36222000E-04     -0.42490886E-03
     216     -0.78208944E-09     -0.84192277E-09     -0.36374926E-04     -0.42490886E-03
     217     -0.78209334E-09     -0.84192277E-09     -0.36399083E-04     -0.42490886E-03
     218     -0.78210174E-09     -0.84192277E-09     -0.36450335E-04     -0.42490886E-03
     219     -0.78210562E-09     -0.84192277E-09     -0.36472230E-04     -0.42490886E-03
     220     -0.78212730E-09     -0.84192277E-09     -0.36559337E-04     -0.42490886E-03
     221     -0.78216568E-09     -0.84192277E-09     -0.36675555E-04     -0.42490886E-03
     222     -0.78216860E-09     -0.84192277E-09     -0.36686582E-04     -0.42490886E-03
     223     -0.78217210E-09     -0.84192277E-09     -0.36699136E-04     -0.42490886E-03
     224     -0.78217351E-09     -0.84192277E-09     -0.36705609E-04     -0.42490886E-03
     225     -0.78219165E-09     -0.84192277E-09     -0.36771451E-04     -0.42490886E-03
     226     -0.78222434E-09     -0.84192277E-09     -0.36938505E-04     -0.42490886E-03
     227     -0.78222566E-09     -0.84192277E-09     -0.36945571E-04     -0.42490886E-03
     228     -0.78223011E-09     -0.84192277E-09     -0.36976307E-04     -0.42490886E-03
     229     -0.78224161E-09     -0.84192277E-09     -0.37104056E-04     -0.42490886E-03
     230     -0.78225798E-09     -0.84192277E-09     -0.37198247E-04     -0.42490886E-03
     231     -0.78227307E-09     -0.84192277E-09     -0.37298669E-04     -0.42490886E-03
     232     -0.78227481E-09     -0.84192277E-09     -0.37308581E-04     -0.42490886E-03
     233     -0.78227910E-09     -0.84192277E-09     -0.37333844E-04     -0.42490886E-03
     234     -0.78228584E-09     -0.84192277E-09     -0.37365055E-04     -0.42490886E-03
     235     -0.78228991E-09     -0.84192277E-09     -0.37373389E-04     -0.42490886E-03
     236     -0.78229262E-09     -0.84192277E-09     -0.37380597E-04     -0.42490886E-03
     237     -0.78229519E-09     -0.84192277E-09     -0.37397129E-04     -0.42490886E-03
     238     -0.78230177E-09     -0.84192277E-09     -0.37418253E-04     -0.42490886E-03
     239     -0.78232143E-09     -0.84192277E-09     -0.37533135E-04     -0.42490886E-03
     240     -0.78232794E-09     -0.84192277E-09     -0.37561327E-04     -0.42490886E-03
     241     -0.78234945E-09     -0.84192277E-09     -0.37681120E-04     -0.42490886E-03
     242     -0.78236783E-09     -0.84192277E-09     -0.37776120E-04     -0.42490886E-03
     243     -0.78238242E-09     -0.84192277E-09     -0.37851676E-04     -0.42490886E-03
     244     -0.78242416E-09     -0.84192277E-09     -0.38049891E-04     -0.42490886E-03
     245     -0.78244102E-09     -0.84192277E-09     -0.38173936E-04     -0.42490886E-03
     246     -0.78246060E-09     -0.84192277E-09     -0.38289973E-04     -0.42490886E-03
     247     -0.78246849E-09     -0.84192277E-09     -0.38397165E-04     -0.42490886E-03
     248     -0.78247290E-09     -0.84192277E-09     -0.38412862E-04     -0.42490886E-03
     249     -0.78248574E-09     -0.84192277E-09     -0.38503057E-04     -0.42490886E-03
     250     -0.78249323E-09     -0.84192277E-09     -0.38547239E-04     -0.42490886E-03
     251     -0.78249686E-09     -0.84192277E-09     -0.38563393E-04     -0.42490886E-03
     252     -0.78250187E-09     -0.84192277E-09     -0.38590937E-04     -0.42490886E-03
     253     -0.78251106E-09     -0.84192277E-09     -0.38624812E-04     -0.42490886E-03
     254     -0.78252489E-09     -0.84192277E-09     -0.38751900E-04     -0.42490886E-03
     255     -0.78254287E-09     -0.84192277E-09     -0.38822701E-04     -0.42490886E-03
     256     -0.78255300E-09     -0.84192277E-09     -0.38868040E-04     -0.42490886E-03
     257     -0.78257289E-09     -0.84192277E-09     -0.38925477E-04     -0.42490886E-03
     258     -0.78258128E-09     -0.84192277E-09     -0.38951232E-04     -0.42490886E-03
     259     -0.78262820E-09     -0.84192277E-09     -0.39087356E-04     -0.42490886E-03
     260     -0.78266448E-09     -0.84192277E-09     -0.39187899E-04     -0.42490886E-03
     261     -0.78267165E-09     -0.84192277E-09     -0.39211534E-04     -0.42490886E-03
     262     -0.78271789E-09     -0.84192277E-09     -0.39359877E-04     -0.42490886E-03
     263     -0.78276150E-09     -0.84192277E-09     -0.39486926E-04     -0.42490886E-03
     264     -0.78276822E-09     -0.84192277E-09     -0.39508574E-04     -0.42490886E-03
     265     -0.78279051E-09     -0.84192277E-09     -0.39569696E-04     -0.42490886E-03
     266     -0.78281512E-09     -0.84192277E-09     -0.39638666E-04     -0.42490886E-03
     267     -0.78283210E-09     -0.84192277E-09     -0.39699037E-04     -0.42490886E-03
     268     -0.78287684E-09     -0.84192277E-09     -0.39861625E-04     -0.42490886E-03
     269     -0.78288922E-09     -0.84192277E-09     -0.39901813E-04     -0.42490886E-03
     270     -0.78290082E-09     -0.84192277E-09     -0.39935383E-04     -0.42490886E-03
     271     -0.78292314E-09     -0.84192277E-09     -0.39991639E-04     -0.42490886E-03
     272     -0.78293294E-09     -0.84192277E-09     -0.40022327E-04     -0.42490886E-03
     273     -0.78296788E-09     -0.84192277E-09     -0.40170121E-04     -0.42490886E-03
     274     -0.78302335E-09     -0.84192277E-09     -0.40313123E-04     -0.42490886E-03
     275     -0.78306415E-09     -0.84192277E-09     -0.40416670E-04     -0.42490886E-03
     276     -0.78309862E-09     -0.84192277E-09     -0.40504059E-04     -0.42490886E-03
     277     -0.78315468E-09     -0.84192277E-09     -0.40664470E-04     -0.42490886E-03
     278     -0.78318711E-09     -0.84192277E-09     -0.40768588E-04     -0.42490886E-03
     279     -0.78321108E-09     -0.84192277E-09     -0.40829294E-04     -0.42490886E-03
     280     -0.78321896E-09     -0.84192277E-09     -0.40849949E-04     -0.42490886E-03
     281     -0.78323429E-09     -0.84192277E-09     -0.40886275E-04     -0.42490886E-03
     282     -0.78324073E-09     -0.84192277E-09     -0.40906705E-04     -0.42490886E-03
     283     -0.78325677E-09     -0.84192277E-09     -0.40947039E-04     -0.42490886E-03
     284     -0.78326462E-09     -0.84192277E-09     -0.40971299E-04     -0.42490886E-03
     285     -0.78326981E-09     -0.84192277E-09     -0.40999925E-04     -0.42490886E-03
     286     -0.78327409E-09     -0.84192277E-09     -0.41012845E-04     -0.42490886E-03
     287     -0.78327806E-09     -0.84192277E-09     -0.41032037E-04     -0.42490886E-03
     288     -0.78328876E-09     -0.84192277E-09     -0.41070729E-04     -0.42490886E-03
     289     -0.78331836E-09     -0.84192277E-09     -0.41155420E-04     -0.42490886E-03
     290     -0.78335853E-09     -0.84192277E-09     -0.41277184E-04     -0.42490886E-03
     291     -0.78337622E-09     -0.84192277E-09     -0.41328203E-04     -0.42490886E-03
     292     -0.78339292E-09     -0.84192277E-09     -0.41408649E-04     -0.42490886E-03
     293     -0.78344783E-09     -0.84192277E-09     -0.41575943E-04     -0.42490886E-03
     294     -0.78350971E-09     -0.84192277E-09     -0.41776631E-04     -0.42490886E-03
     295     -0.78352372E-09     -0.84192277E-09     -0.41805985E-04     -0.42490886E-03
     296     -0.78352630E-09     -0.84192277E-09     -0.41811958E-04     -0.42490886E-03
     297     -0.78353373E-09     -0.84192277E-09     -0.41828898E-04     -0.42490886E-03
     298     -0.78353515E-09     -0.84192277E-09     -0.41833008E-04     -0.42490886E-03
     299     -0.78353771E-09     -0.84192277E-09     -0.41840203E-04     -0.42490886E-03
     300     -0.78355047E-09     -0.84192277E-09     -0.41954545E-04     -0.42490886E-03
     301     -0.78355576E-09     -0.84192277E-09     -0.41975084E-04     -0.42490886E-03
     302     -0.78356297E-09     -0.84192277E-09     -0.42089403E-04     -0.42490886E-03
     303     -0.78356636E-09     -0.84192277E-09     -0.42103802E-04     -0.42490886E-03
     304     -0.78356834E-09     -0.84192277E-09     -0.42109893E-04     -0.42490886E-03
     305     -0.78357111E-09     -0.84192277E-09     -0.42117489E-04     -0.42490886E-03
     306     -0.78357425E-09     -0.84192277E-09     -0.42134323E-04     -0.42490886E-03
     307     -0.78357988E-09     -0.84192277E-09     -0.42158541E-04     -0.42490886E-03
     308     -0.78360520E-09     -0.84192277E-09     -0.42279773E-04     -0.42490886E-03
     309     -0.78360648E-09     -0.84192277E-09     -0.42282317E-04     -0.42490886E-03
     310     -0.78361161E-09     -0.84192277E-09     -0.42297126E-04     -0.42490886E-03
     311     -0.78363330E-09     -0.84192277E-09     -0.42376349E-04     -0.42490886E-03
     312     -0.78364115E-09     -0.84192277E-09     -0.42397300E-04     -0.42490886E-03
     313     -0.78364386E-09     -0.84192277E-09     -0.42403869E-04     -0.42490886E-03
     314     -0.78365695E-09     -0.84192277E-09     -0.42449015E-04     -0.42490886E-03
     315     -0.78366317E-09     -0.84192277E-09     -0.42471338E-04     -0.42490886E-03
     316     -0.78366796E-09     -0.84192277E-09     -0.42487048E-04     -0.42490886E-03
     317     -0.78367211E-09     -0.84192277E-09     -0.42497820E-04     -0.42490886E-03
     318     -0.78367397E-09     -0.84192277E-09     -0.42504397E-04     -0.42490886E-03
     319     -0.78367798E-09     -0.84192277E-09     -0.42515183E-04     -0.42490886E-03
     320     -0.78372618E-09     -0.84192277E-09     -0.42640473E-04     -0.42490886E-03
     321     -0.78377693E-09     -0.84192277E-09     -0.42766892E-04     -0.42490886E-03
