# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      58     -0.64524672E-09     -0.71540403E-09     -0.16588910E-04     -0.42479224E-03
      59     -0.64590471E-09     -0.71540403E-09     -0.16869034E-04     -0.42479224E-03
      60     -0.64646875E-09     -0.71540403E-09     -0.17130013E-04     -0.42479224E-03
      61     -0.64696848E-09     -0.71540403E-09     -0.17405249E-04     -0.42479224E-03
      62     -0.64733547E-09     -0.71540403E-09     -0.17691061E-04     -0.42479224E-03
      63     -0.64769235E-09     -0.71540403E-09     -0.17970282E-04     -0.42479224E-03
      64     -0.64820022E-09     -0.71540403E-09     -0.18249363E-04     -0.42479224E-03
      65     -0.64881390E-09     -0.71540403E-09     -0.18560016E-04     -0.42479224E-03
      66     -0.64927640E-09     -0.71540403E-09     -0.18845166E-04     -0.42479224E-03
      67     -0.64964605E-09     -0.71540403E-09     -0.19115938E-04     -0.42479224E-03
      68     -0.64995290E-09     -0.71540403E-09     -0.19389242E-04     -0.42479224E-03
      69     -0.65019866E-09     -0.71540403E-09     -0.19670884E-04     -0.42479224E-03
      70     -0.65043926E-09     -0.71540403E-09     -0.19941353E-04     -0.42479224E-03
      71     -0.65063372E-09     -0.71540403E-09     -0.20217461E-04     -0.42479224E-03
      72     -0.65087847E-09     -0.71540403E-09     -0.20508116E-04     -0.42479224E-03
      73     -0.65117538E-09     -0.71540403E-09     -0.20815026E-04     -0.42479224E-03
      74     -0.65135692E-09     -0.71540403E-09     -0.21115982E-04     -0.42479224E-03
      75     -0.65158615E-09     -0.71540403E-09     -0.21396969E-04     -0.42479224E-03
      76     -0.65168077E-09     -0.71540403E-09     -0.21664274E-04     -0.42479224E-03
      77     -0.65168413E-09     -0.71540403E-09     -0.21673965E-04     -0.42479224E-03
      78     -0.65168977E-09     -0.71540403E-09     -0.21682950E-04     -0.42479224E-03
      79     -0.65177318E-09     -0.71540403E-09     -0.21824323E-04     -0.42479224E-03
      80     -0.65195289E-09     -0.71540403E-09     -0.22098810E-04     -0.42479224E-03
      81     -0.65209617E-09     -0.71540403E-09     -0.22384811E-04     -0.42479224E-03
      82     -0.65220626E-09     -0.71540403E-09     -0.22674002E-04     -0.42479224E-03
      83     -0.65231490E-09     -0.71540403E-09     -0.22960023E-04     -0.42479224E-03
      84     -0.65238996E-09     -0.71540403E-09     -0.23225585E-04     -0.42479224E-03
      85     -0.65250248E-09     -0.71540403E-09     -0.23461221E-04     -0.42479224E-03
      86     -0.65256693E-09     -0.71540403E-09     -0.23609166E-04     -0.42479224E-03
      87     -0.65258985E-09     -0.71540403E-09     -0.23671644E-04     -0.42479224E-03
      88     -0.65261029E-09     -0.71540403E-09     -0.23799364E-04     -0.42479224E-03
      89     -0.65270196E-09     -0.71540403E-09     -0.24062208E-04     -0.42479224E-03
      90     -0.65279122E-09     -0.71540403E-09     -0.24343304E-04     -0.42479224E-03
      91     -0.65287092E-09     -0.71540403E-09     -0.24635779E-04     -0.42479224E-03
      92     -0.65293959E-09     -0.71540403E-09     -0.24921625E-04     -0.42479224E-03
      93     -0.65299994E-09     -0.71540403E-09     -0.25191563E-04     -0.42479224E-03
      94     -0.65304335E-09     -0.71540403E-09     -0.25447488E-04     -0.42479224E-03
      95     -0.65311229E-09     -0.71540403E-09     -0.25596934E-04     -0.42479224E-03
      96     -0.65317436E-09     -0.71540403E-09     -0.25740083E-04     -0.42479224E-03
      97     -0.65323662E-09     -0.71540403E-09     -0.25992136E-04     -0.42479224E-03
      98     -0.65329552E-09     -0.71540403E-09     -0.26239051E-04     -0.42479224E-03
      99     -0.65335191E-09     -0.71540403E-09     -0.26487135E-04     -0.42479224E-03
     100     -0.65340206E-09     -0.71540403E-09     -0.26755224E-04     -0.42479224E-03
     101     -0.65347159E-09     -0.71540403E-09     -0.27012273E-04     -0.42479224E-03
     102     -0.65349016E-09     -0.71540403E-09     -0.27122902E-04     -0.42479224E-03
     103     -0.65353600E-09     -0.71540403E-09     -0.27314971E-04     -0.42479224E-03
     104     -0.65357262E-09     -0.71540403E-09     -0.27450517E-04     -0.42479224E-03
     105     -0.65361969E-09     -0.71540403E-09     -0.27719956E-04     -0.42479224E-03
     106     -0.65365676E-09     -0.71540403E-09     -0.27975310E-04     -0.42479224E-03
     107     -0.65365886E-09     -0.71540403E-09     -0.27988037E-04     -0.42479224E-03
     108     -0.65369506E-09     -0.71540403E-09     -0.28192875E-04     -0.42479224E-03
     109     -0.65371311E-09     -0.71540403E-09     -0.28262137E-04     -0.42479224E-03
     110     -0.65376726E-09     -0.71540403E-09     -0.28411089E-04     -0.42479224E-03
     111     -0.65380372E-09     -0.71540403E-09     -0.28557104E-04     -0.42479224E-03
     112     -0.65383899E-09     -0.71540403E-09     -0.28703759E-04     -0.42479224E-03
     113     -0.65388588E-09     -0.71540403E-09     -0.28852160E-04     -0.42479224E-03
     114     -0.65393126E-09     -0.71540403E-09     -0.29005860E-04     -0.42479224E-03
     115     -0.65395594E-09     -0.71540403E-09     -0.29105626E-04     -0.42479224E-03
     116     -0.65398243E-09     -0.71540403E-09     -0.29241388E-04     -0.42479224E-03
     117     -0.65398418E-09     -0.71540403E-09     -0.29248550E-04     -0.42479224E-03
     118     -0.65399464E-09     -0.71540403E-09     -0.29398627E-04     -0.42479224E-03
     119     -0.65405529E-09     -0.71540403E-09     -0.29541735E-04     -0.42479224E-03
     120     -0.65411935E-09     -0.71540403E-09     -0.29682801E-04     -0.42479224E-03
     121     -0.65414931E-09     -0.71540403E-09     -0.29785674E-04     -0.42479224E-03
     122     -0.65414991E-09     -0.71540403E-09     -0.29791807E-04     -0.42479224E-03
     123     -0.65415406E-09     -0.71540403E-09     -0.29805581E-04     -0.42479224E-03
     124     -0.65415468E-09     -0.71540403E-09     -0.29811987E-04     -0.42479224E-03
     125     -0.65416326E-09     -0.71540403E-09     -0.29858097E-04     -0.42479224E-03
     126     -0.65417120E-09     -0.71540403E-09     -0.29886887E-04     -0.42479224E-03
     127     -0.65419596E-09     -0.71540403E-09     -0.29992327E-04     -0.42479224E-03
     128     -0.65423025E-09     -0.71540403E-09     -0.30111764E-04     -0.42479224E-03
     129     -0.65424226E-09     -0.71540403E-09     -0.30145401E-04     -0.42479224E-03
     130     -0.65429383E-09     -0.71540403E-09     -0.30392680E-04     -0.42479224E-03
     131     -0.65433483E-09     -0.71540403E-09     -0.30599727E-04     -0.42479224E-03
     132     -0.65433584E-09     -0.71540403E-09     -0.30605427E-04     -0.42479224E-03
     133     -0.65437084E-09     -0.71540403E-09     -0.30741588E-04     -0.42479224E-03
     134     -0.65438071E-09     -0.71540403E-09     -0.30779780E-04     -0.42479224E-03
     135     -0.65440318E-09     -0.71540403E-09     -0.30920058E-04     -0.42479224E-03
     136     -0.65442498E-09     -0.71540403E-09     -0.31061230E-04     -0.42479224E-03
     137     -0.65445312E-09     -0.71540403E-09     -0.31219129E-04     -0.42479224E-03
     138     -0.65448046E-09     -0.71540403E-09     -0.31356475E-04     -0.42479224E-03
     139     -0.65449003E-09     -0.71540403E-09     -0.31369278E-04     -0.42479224E-03
     140     -0.65449643E-09     -0.71540403E-09     -0.31388198E-04     -0.42479224E-03
     141     -0.65454995E-09     -0.71540403E-09     -0.31534339E-04     -0.42479224E-03
     142     -0.65455120E-09     -0.71540403E-09     -0.31537296E-04     -0.42479224E-03
     143     -0.65463020E-09     -0.71540403E-09     -0.31784659E-04     -0.42479224E-03
     144     -0.65463415E-09     -0.71540403E-09     -0.31790643E-04     -0.42479224E-03
     145     -0.65463529E-09     -0.71540403E-09     -0.31799796E-04     -0.42479224E-03
     146     -0.65464403E-09     -0.71540403E-09     -0.31817394E-04     -0.42479224E-03
     147     -0.65465409E-09     -0.71540403E-09     -0.31959613E-04     -0.42479224E-03
     148     -0.65466116E-09     -0.71540403E-09     -0.31973649E-04     -0.42479224E-03
     149     -0.65466490E-09     -0.71540403E-09     -0.32038947E-04     -0.42479224E-03
     150     -0.65466584E-09     -0.71540403E-09     -0.32043816E-04     -0.42479224E-03
     151     -0.65466911E-09     -0.71540403E-09     -0.32065495E-04     -0.42479224E-03
     152     -0.65468252E-09     -0.71540403E-09     -0.32152248E-04     -0.42479224E-03
     153     -0.65469111E-09     -0.71540403E-09     -0.32201153E-04     -0.42479224E-03
     154     -0.65469310E-09     -0.71540403E-09     -0.32210982E-04     -0.42479224E-03
     155     -0.65469349E-09     -0.71540403E-09     -0.32214516E-04     -0.42479224E-03
     156     -0.65470587E-09     -0.71540403E-09     -0.32245645E-04     -0.42479224E-03
     157     -0.65473910E-09     -0.71540403E-09     -0.32366365E-04     -0.42479224E-03
     158     -0.65476743E-09     -0.71540403E-09     -0.32515016E-04     -0.42479224E-03
     159     -0.65480171E-09     -0.71540403E-09     -0.32669373E-04     -0.42479224E-03
     160     -0.65482541E-09     -0.71540403E-09     -0.32814103E-04     -0.42479224E-03
     161     -0.65485491E-09     -0.71540403E-09     -0.33007514E-04     -0.42479224E-03
     162     -0.65485561E-09     -0.71540403E-09     -0.33013949E-04     -0.42479224E-03
     163     -0.65486428E-09     -0.71540403E-09     -0.33065603E-04     -0.42479224E-03
     164     -0.65486943E-09     -0.71540403E-09     -0.33094896E-04     -0.42479224E-03
     165     -0.65488055E-09     -0.71540403E-09     -0.33148802E-04     -0.42479224E-03
     166     -0.65490012E-09     -0.71540403E-09     -0.33297807E-04     -0.42479224E-03
     167     -0.65491473E-09     -0.71540403E-09     -0.33400353E-04     -0.42479224E-03
     168     -0.65491813E-09     -0.71540403E-09     -0.33428767E-04     -0.42479224E-03
     169     -0.65492490E-09     -0.71540403E-09     -0.33469044E-04     -0.42479224E-03
     170     -0.65492736E-09     -0.71540403E-09     -0.33480007E-04     -0.42479224E-03
     171     -0.65494017E-09     -0.71540403E-09     -0.33549091E-04     -0.42479224E-03
     172     -0.65496003E-09     -0.71540403E-09     -0.33647918E-04     -0.42479224E-03
     173     -0.65496526E-09     -0.71540403E-09     -0.33674034E-04     -0.42479224E-03
     174     -0.65496671E-09     -0.71540403E-09     -0.33680191E-04     -0.42479224E-03
     175     -0.65497696E-09     -0.71540403E-09     -0.33714325E-04     -0.42479224E-03
     176     -0.65501237E-09     -0.71540403E-09     -0.33815526E-04     -0.42479224E-03
     177     -0.65501779E-09     -0.71540403E-09     -0.33833618E-04     -0.42479224E-03
     178     -0.65502183E-09     -0.71540403E-09     -0.33849132E-04     -0.42479224E-03
     179     -0.65502242E-09     -0.71540403E-09     -0.33855140E-04     -0.42479224E-03
     180     -0.65507018E-09     -0.71540403E-09     -0.33979899E-04     -0.42479224E-03
     181     -0.65508053E-09     -0.71540403E-09     -0.34029902E-04     -0.42479224E-03
     182     -0.65508602E-09     -0.71540403E-09     -0.34053794E-04     -0.42479224E-03
     183     -0.65509029E-09     -0.71540403E-09     -0.34095979E-04     -0.42479224E-03
     184     -0.65509582E-09     -0.71540403E-09     -0.34155065E-04     -0.42479224E-03
     185     -0.65509821E-09     -0.71540403E-09     -0.34169668E-04     -0.42479224E-03
     186     -0.65510412E-09     -0.71540403E-09     -0.34221329E-04     -0.42479224E-03
     187     -0.65511172E-09     -0.71540403E-09     -0.34268768E-04     -0.42479224E-03
     188     -0.65511397E-09     -0.71540403E-09     -0.34280782E-04     -0.42479224E-03
     189     -0.65512333E-09     -0.71540403E-09     -0.34318690E-04     -0.42479224E-03
     190     -0.65512883E-09     -0.71540403E-09     -0.34357925E-04     -0.42479224E-03
     191     -0.65514330E-09     -0.71540403E-09     -0.34407228E-04     -0.42479224E-03
     192     -0.65518563E-09     -0.71540403E-09     -0.34558888E-04     -0.42479224E-03
     193     -0.65521386E-09     -0.71540403E-09     -0.34698907E-04     -0.42479224E-03
     194     -0.65523884E-09     -0.71540403E-09     -0.34875102E-04     -0.42479224E-03
     195     -0.65523927E-09     -0.71540403E-09     -0.34878340E-04     -0.42479224E-03
     196     -0.65524361E-09     -0.71540403E-09     -0.34903549E-04     -0.42479224E-03
     197     -0.65525159E-09     -0.71540403E-09     -0.34932211E-04     -0.42479224E-03
     198     -0.65525779E-09     -0.71540403E-09     -0.34961420E-04     -0.42479224E-03
     199     -0.65527550E-09     -0.71540403E-09     -0.35106049E-04     -0.42479224E-03
     200     -0.65528656E-09     -0.71540403E-09     -0.35157077E-04     -0.42479224E-03
     201     -0.65530861E-09     -0.71540403E-09     -0.35293896E-04     -0.42479224E-03
     202     -0.65532105E-09     -0.71540403E-09     -0.35376033E-04     -0.42479224E-03
     203     -0.65533495E-09     -0.71540403E-09     -0.35484435E-04     -0.42479224E-03
     204     -0.65534796E-09     -0.71540403E-09     -0.35632679E-04     -0.42479224E-03
     205     -0.65535752E-09     -0.71540403E-09     -0.35776592E-04     -0.42479224E-03
     206     -0.65535868E-09     -0.71540403E-09     -0.35781781E-04     -0.42479224E-03
     207     -0.65536146E-09     -0.71540403E-09     -0.35794553E-04     -0.42479224E-03
     208     -0.65536750E-09     -0.71540403E-09     -0.35821981E-04     -0.42479224E-03
     209     -0.65536930E-09     -0.71540403E-09     -0.35830678E-04     -0.42479224E-03
     210     -0.65538464E-09     -0.71540403E-09     -0.35898215E-04     -0.42479224E-03
     211     -0.65538566E-09     -0.71540403E-09     -0.35905133E-04     -0.42479224E-03
     212     -0.65540215E-09     -0.71540403E-09     -0.35973066E-04     -0.42479224E-03
     213     -0.65540868E-09     -0.71540403E-09     -0.36024543E-04     -0.42479224E-03
     214     -0.65543106E-09     -0.71540403E-09     -0.36097079E-04     -0.42479224E-03
     215     -0.65543584E-09     -0.71540403E-09     -0.36116455E-04     -0.42479224E-03
     216     -0.65548328E-09     -0.71540403E-09     -0.36279266E-04     -0.42479224E-03
     217     -0.65550382E-09     -0.71540403E-09     -0.36397317E-04     -0.42479224E-03
     218     -0.65550951E-09     -0.71540403E-09     -0.36428744E-04     -0.42479224E-03
     219     -0.65551659E-09     -0.71540403E-09     -0.36464734E-04     -0.42479224E-03
     220     -0.65551947E-09     -0.71540403E-09     -0.36488637E-04     -0.42479224E-03
     221     -0.65552248E-09     -0.71540403E-09     -0.36501972E-04     -0.42479224E-03
     222     -0.65553535E-09     -0.71540403E-09     -0.36546966E-04     -0.42479224E-03
     223     -0.65553952E-09     -0.71540403E-09     -0.36562289E-04     -0.42479224E-03
     224     -0.65557370E-09     -0.71540403E-09     -0.36673701E-04     -0.42479224E-03
     225     -0.65559111E-09     -0.71540403E-09     -0.36733152E-04     -0.42479224E-03
     226     -0.65560397E-09     -0.71540403E-09     -0.36786717E-04     -0.42479224E-03
     227     -0.65561193E-09     -0.71540403E-09     -0.36818167E-04     -0.42479224E-03
     228     -0.65563876E-09     -0.71540403E-09     -0.36954150E-04     -0.42479224E-03
     229     -0.65564964E-09     -0.71540403E-09     -0.37071783E-04     -0.42479224E-03
     230     -0.65567323E-09     -0.71540403E-09     -0.37202858E-04     -0.42479224E-03
     231     -0.65567750E-09     -0.71540403E-09     -0.37223456E-04     -0.42479224E-03
     232     -0.65568120E-09     -0.71540403E-09     -0.37241076E-04     -0.42479224E-03
     233     -0.65569092E-09     -0.71540403E-09     -0.37301750E-04     -0.42479224E-03
     234     -0.65569286E-09     -0.71540403E-09     -0.37308530E-04     -0.42479224E-03
     235     -0.65569838E-09     -0.71540403E-09     -0.37322462E-04     -0.42479224E-03
     236     -0.65570799E-09     -0.71540403E-09     -0.37381651E-04     -0.42479224E-03
     237     -0.65571479E-09     -0.71540403E-09     -0.37413223E-04     -0.42479224E-03
     238     -0.65572455E-09     -0.71540403E-09     -0.37457412E-04     -0.42479224E-03
     239     -0.65572995E-09     -0.71540403E-09     -0.37484525E-04     -0.42479224E-03
     240     -0.65573466E-09     -0.71540403E-09     -0.37499093E-04     -0.42479224E-03
     241     -0.65574269E-09     -0.71540403E-09     -0.37540072E-04     -0.42479224E-03
     242     -0.65576388E-09     -0.71540403E-09     -0.37652726E-04     -0.42479224E-03
     243     -0.65578071E-09     -0.71540403E-09     -0.37744289E-04     -0.42479224E-03
     244     -0.65582400E-09     -0.71540403E-09     -0.37967786E-04     -0.42479224E-03
     245     -0.65583516E-09     -0.71540403E-09     -0.38092512E-04     -0.42479224E-03
     246     -0.65585116E-09     -0.71540403E-09     -0.38219648E-04     -0.42479224E-03
     247     -0.65585433E-09     -0.71540403E-09     -0.38227018E-04     -0.42479224E-03
     248     -0.65585973E-09     -0.71540403E-09     -0.38249245E-04     -0.42479224E-03
     249     -0.65587770E-09     -0.71540403E-09     -0.38334579E-04     -0.42479224E-03
     250     -0.65588391E-09     -0.71540403E-09     -0.38363395E-04     -0.42479224E-03
     251     -0.65589648E-09     -0.71540403E-09     -0.38421850E-04     -0.42479224E-03
     252     -0.65591195E-09     -0.71540403E-09     -0.38496520E-04     -0.42479224E-03
     253     -0.65591990E-09     -0.71540403E-09     -0.38539945E-04     -0.42479224E-03
     254     -0.65593477E-09     -0.71540403E-09     -0.38665106E-04     -0.42479224E-03
     255     -0.65593933E-09     -0.71540403E-09     -0.38690214E-04     -0.42479224E-03
     256     -0.65596069E-09     -0.71540403E-09     -0.38798314E-04     -0.42479224E-03
     257     -0.65597552E-09     -0.71540403E-09     -0.38863236E-04     -0.42479224E-03
     258     -0.65598437E-09     -0.71540403E-09     -0.38900179E-04     -0.42479224E-03
     259     -0.65599950E-09     -0.71540403E-09     -0.38950416E-04     -0.42479224E-03
     260     -0.65600749E-09     -0.71540403E-09     -0.38981319E-04     -0.42479224E-03
     261     -0.65602691E-09     -0.71540403E-09     -0.39036829E-04     -0.42479224E-03
     262     -0.65606544E-09     -0.71540403E-09     -0.39145899E-04     -0.42479224E-03
     263     -0.65609224E-09     -0.71540403E-09     -0.39216554E-04     -0.42479224E-03
     264     -0.65611740E-09     -0.71540403E-09     -0.39291661E-04     -0.42479224E-03
     265     -0.65615561E-09     -0.71540403E-09     -0.39418510E-04     -0.42479224E-03
     266     -0.65617381E-09     -0.71540403E-09     -0.39470826E-04     -0.42479224E-03
     267     -0.65622377E-09     -0.71540403E-09     -0.39615906E-04     -0.42479224E-03
     268     -0.65624905E-09     -0.71540403E-09     -0.39712394E-04     -0.42479224E-03
     269     -0.65625514E-09     -0.71540403E-09     -0.39728359E-04     -0.42479224E-03
     270     -0.65627800E-09     -0.71540403E-09     -0.39797002E-04     -0.42479224E-03
     271     -0.65628668E-09     -0.71540403E-09     -0.39821866E-04     -0.42479224E-03
     272     -0.65631931E-09     -0.71540403E-09     -0.39945094E-04     -0.42479224E-03
     273     -0.65635761E-09     -0.71540403E-09     -0.40079292E-04     -0.42479224E-03
     274     -0.65639333E-09     -0.71540403E-09     -0.40178814E-04     -0.42479224E-03
     275     -0.65643250E-09     -0.71540403E-09     -0.40272186E-04     -0.42479224E-03
     276     -0.65647941E-09     -0.71540403E-09     -0.40396388E-04     -0.42479224E-03
     277     -0.65653543E-09     -0.71540403E-09     -0.40558291E-04     -0.42479224E-03
     278     -0.65655384E-09     -0.71540403E-09     -0.40605716E-04     -0.42479224E-03
     279     -0.65656917E-09     -0.71540403E-09     -0.40651162E-04     -0.42479224E-03
     280     -0.65659556E-09     -0.71540403E-09     -0.40728330E-04     -0.42479224E-03
     281     -0.65660701E-09     -0.71540403E-09     -0.40758802E-04     -0.42479224E-03
     282     -0.65661705E-09     -0.71540403E-09     -0.40781277E-04     -0.42479224E-03
     283     -0.65662842E-09     -0.71540403E-09     -0.40818034E-04     -0.42479224E-03
     284     -0.65663973E-09     -0.71540403E-09     -0.40850820E-04     -0.42479224E-03
     285     -0.65665128E-09     -0.71540403E-09     -0.40901334E-04     -0.42479224E-03
     286     -0.65665827E-09     -0.71540403E-09     -0.40929557E-04     -0.42479224E-03
     287     -0.65666373E-09     -0.71540403E-09     -0.40949431E-04     -0.42479224E-03
     288     -0.65666885E-09     -0.71540403E-09     -0.40964954E-04     -0.42479224E-03
     289     -0.65670654E-09     -0.71540403E-09     -0.41075631E-04     -0.42479224E-03
     290     -0.65673281E-09     -0.71540403E-09     -0.41148669E-04     -0.42479224E-03
     291     -0.65677459E-09     -0.71540403E-09     -0.41278892E-04     -0.42479224E-03
     292     -0.65679115E-09     -0.71540403E-09     -0.41348849E-04     -0.42479224E-03
     293     -0.65682917E-09     -0.71540403E-09     -0.41451282E-04     -0.42479224E-03
     294     -0.65686109E-09     -0.71540403E-09     -0.41553034E-04     -0.42479224E-03
     295     -0.65689868E-09     -0.71540403E-09     -0.41646785E-04     -0.42479224E-03
     296     -0.65690411E-09     -0.71540403E-09     -0.41660621E-04     -0.42479224E-03
     297     -0.65691556E-09     -0.71540403E-09     -0.41713837E-04     -0.42479224E-03
     298     -0.65691813E-09     -0.71540403E-09     -0.41724052E-04     -0.42479224E-03
     299     -0.65692410E-09     -0.71540403E-09     -0.41743666E-04     -0.42479224E-03
     300     -0.65694359E-09     -0.71540403E-09     -0.41859764E-04     -0.42479224E-03
     301     -0.65694701E-09     -0.71540403E-09     -0.41886010E-04     -0.42479224E-03
     302     -0.65694927E-09     -0.71540403E-09     -0.41890599E-04     -0.42479224E-03
     303     -0.65695666E-09     -0.71540403E-09     -0.41907068E-04     -0.42479224E-03
     304     -0.65695930E-09     -0.71540403E-09     -0.41913397E-04     -0.42479224E-03
     305     -0.65696366E-09     -0.71540403E-09     -0.41923158E-04     -0.42479224E-03
     306     -0.65697208E-09     -0.71540403E-09     -0.42015866E-04     -0.42479224E-03
     307     -0.65697903E-09     -0.71540403E-09     -0.42082580E-04     -0.42479224E-03
     308     -0.65697983E-09     -0.71540403E-09     -0.42083975E-04     -0.42479224E-03
     309     -0.65698233E-09     -0.71540403E-09     -0.42089655E-04     -0.42479224E-03
     310     -0.65699215E-09     -0.71540403E-09     -0.42132230E-04     -0.42479224E-03
     311     -0.65700585E-09     -0.71540403E-09     -0.42206161E-04     -0.42479224E-03
     312     -0.65701581E-09     -0.71540403E-09     -0.42241946E-04     -0.42479224E-03
     313     -0.65702001E-09     -0.71540403E-09     -0.42251470E-04     -0.42479224E-03
     314     -0.65703152E-09     -0.71540403E-09     -0.42294282E-04     -0.42479224E-03
     315     -0.65705023E-09     -0.71540403E-09     -0.42367427E-04     -0.42479224E-03
     316     -0.65706179E-09     -0.71540403E-09     -0.42402804E-04     -0.42479224E-03
     317     -0.65706577E-09     -0.71540403E-09     -0.42417297E-04     -0.42479224E-03
     318     -0.65707441E-09     -0.71540403E-09     -0.42440861E-04     -0.42479224E-03
     319     -0.65708091E-09     -0.71540403E-09     -0.42462388E-04     -0.42479224E-03
     320     -0.65710505E-09     -0.71540403E-09     -0.42531997E-04     -0.42479224E-03
     321     -0.65713860E-09     -0.71540403E-09     -0.42628975E-04     -0.42479224E-03
