# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      88     -0.65201762E-09     -0.71468313E-09     -0.23796437E-04     -0.42455096E-03
      89     -0.65210398E-09     -0.71468313E-09     -0.24053923E-04     -0.42455096E-03
      90     -0.65220211E-09     -0.71468313E-09     -0.24339697E-04     -0.42455096E-03
      91     -0.65227417E-09     -0.71468313E-09     -0.24625139E-04     -0.42455096E-03
      92     -0.65232969E-09     -0.71468313E-09     -0.24903252E-04     -0.42455096E-03
      93     -0.65240512E-09     -0.71468313E-09     -0.25170515E-04     -0.42455096E-03
      94     -0.65244293E-09     -0.71468313E-09     -0.25430796E-04     -0.42455096E-03
      95     -0.65247251E-09     -0.71468313E-09     -0.25585378E-04     -0.42455096E-03
      96     -0.65254901E-09     -0.71468313E-09     -0.25733987E-04     -0.42455096E-03
      97     -0.65263321E-09     -0.71468313E-09     -0.25977090E-04     -0.42455096E-03
      98     -0.65268779E-09     -0.71468313E-09     -0.26228861E-04     -0.42455096E-03
      99     -0.65273888E-09     -0.71468313E-09     -0.26461234E-04     -0.42455096E-03
     100     -0.65279205E-09     -0.71468313E-09     -0.26738178E-04     -0.42455096E-03
     101     -0.65286961E-09     -0.71468313E-09     -0.27031584E-04     -0.42455096E-03
     102     -0.65289108E-09     -0.71468313E-09     -0.27148336E-04     -0.42455096E-03
     103     -0.65293077E-09     -0.71468313E-09     -0.27289658E-04     -0.42455096E-03
     104     -0.65297012E-09     -0.71468313E-09     -0.27440243E-04     -0.42455096E-03
     105     -0.65301173E-09     -0.71468313E-09     -0.27698371E-04     -0.42455096E-03
     106     -0.65305031E-09     -0.71468313E-09     -0.27957197E-04     -0.42455096E-03
     107     -0.65307936E-09     -0.71468313E-09     -0.28104341E-04     -0.42455096E-03
     108     -0.65309489E-09     -0.71468313E-09     -0.28218154E-04     -0.42455096E-03
     109     -0.65311992E-09     -0.71468313E-09     -0.28334238E-04     -0.42455096E-03
     110     -0.65316489E-09     -0.71468313E-09     -0.28481369E-04     -0.42455096E-03
     111     -0.65320805E-09     -0.71468313E-09     -0.28623710E-04     -0.42455096E-03
     112     -0.65324191E-09     -0.71468313E-09     -0.28768234E-04     -0.42455096E-03
     113     -0.65328080E-09     -0.71468313E-09     -0.28910250E-04     -0.42455096E-03
     114     -0.65332852E-09     -0.71468313E-09     -0.29067365E-04     -0.42455096E-03
     115     -0.65337911E-09     -0.71468313E-09     -0.29220281E-04     -0.42455096E-03
     116     -0.65338095E-09     -0.71468313E-09     -0.29227886E-04     -0.42455096E-03
     117     -0.65340104E-09     -0.71468313E-09     -0.29363238E-04     -0.42455096E-03
     118     -0.65340882E-09     -0.71468313E-09     -0.29484635E-04     -0.42455096E-03
     119     -0.65341044E-09     -0.71468313E-09     -0.29505092E-04     -0.42455096E-03
     120     -0.65347689E-09     -0.71468313E-09     -0.29667603E-04     -0.42455096E-03
     121     -0.65354124E-09     -0.71468313E-09     -0.29817386E-04     -0.42455096E-03
     122     -0.65354217E-09     -0.71468313E-09     -0.29825106E-04     -0.42455096E-03
     123     -0.65354560E-09     -0.71468313E-09     -0.29833134E-04     -0.42455096E-03
     124     -0.65354678E-09     -0.71468313E-09     -0.29842804E-04     -0.42455096E-03
     125     -0.65355226E-09     -0.71468313E-09     -0.29856950E-04     -0.42455096E-03
     126     -0.65356171E-09     -0.71468313E-09     -0.29897459E-04     -0.42455096E-03
     127     -0.65359310E-09     -0.71468313E-09     -0.30009860E-04     -0.42455096E-03
     128     -0.65363828E-09     -0.71468313E-09     -0.30163429E-04     -0.42455096E-03
     129     -0.65364527E-09     -0.71468313E-09     -0.30190000E-04     -0.42455096E-03
     130     -0.65367572E-09     -0.71468313E-09     -0.30358415E-04     -0.42455096E-03
     131     -0.65372551E-09     -0.71468313E-09     -0.30619366E-04     -0.42455096E-03
     132     -0.65372753E-09     -0.71468313E-09     -0.30627966E-04     -0.42455096E-03
     133     -0.65376763E-09     -0.71468313E-09     -0.30762214E-04     -0.42455096E-03
     134     -0.65377448E-09     -0.71468313E-09     -0.30787718E-04     -0.42455096E-03
     135     -0.65379588E-09     -0.71468313E-09     -0.30923027E-04     -0.42455096E-03
     136     -0.65381789E-09     -0.71468313E-09     -0.31063728E-04     -0.42455096E-03
     137     -0.65384638E-09     -0.71468313E-09     -0.31223486E-04     -0.42455096E-03
     138     -0.65387441E-09     -0.71468313E-09     -0.31377164E-04     -0.42455096E-03
     139     -0.65388207E-09     -0.71468313E-09     -0.31386352E-04     -0.42455096E-03
     140     -0.65388436E-09     -0.71468313E-09     -0.31393345E-04     -0.42455096E-03
     141     -0.65394460E-09     -0.71468313E-09     -0.31543632E-04     -0.42455096E-03
     142     -0.65394653E-09     -0.71468313E-09     -0.31548914E-04     -0.42455096E-03
     143     -0.65400321E-09     -0.71468313E-09     -0.31687578E-04     -0.42455096E-03
     144     -0.65401138E-09     -0.71468313E-09     -0.31733740E-04     -0.42455096E-03
     145     -0.65402419E-09     -0.71468313E-09     -0.31811825E-04     -0.42455096E-03
     146     -0.65403208E-09     -0.71468313E-09     -0.31843910E-04     -0.42455096E-03
     147     -0.65404457E-09     -0.71468313E-09     -0.31977114E-04     -0.42455096E-03
     148     -0.65404954E-09     -0.71468313E-09     -0.31987301E-04     -0.42455096E-03
     149     -0.65405972E-09     -0.71468313E-09     -0.32110474E-04     -0.42455096E-03
     150     -0.65406153E-09     -0.71468313E-09     -0.32120150E-04     -0.42455096E-03
     151     -0.65406321E-09     -0.71468313E-09     -0.32129374E-04     -0.42455096E-03
     152     -0.65406984E-09     -0.71468313E-09     -0.32164196E-04     -0.42455096E-03
     153     -0.65410588E-09     -0.71468313E-09     -0.32307462E-04     -0.42455096E-03
     154     -0.65410649E-09     -0.71468313E-09     -0.32312827E-04     -0.42455096E-03
     155     -0.65411043E-09     -0.71468313E-09     -0.32327311E-04     -0.42455096E-03
     156     -0.65411833E-09     -0.71468313E-09     -0.32333722E-04     -0.42455096E-03
     157     -0.65414341E-09     -0.71468313E-09     -0.32463862E-04     -0.42455096E-03
     158     -0.65417143E-09     -0.71468313E-09     -0.32599947E-04     -0.42455096E-03
     159     -0.65419186E-09     -0.71468313E-09     -0.32741454E-04     -0.42455096E-03
     160     -0.65421137E-09     -0.71468313E-09     -0.32820893E-04     -0.42455096E-03
     161     -0.65423934E-09     -0.71468313E-09     -0.33018087E-04     -0.42455096E-03
     162     -0.65424005E-09     -0.71468313E-09     -0.33023932E-04     -0.42455096E-03
     163     -0.65424986E-09     -0.71468313E-09     -0.33094842E-04     -0.42455096E-03
     164     -0.65426325E-09     -0.71468313E-09     -0.33179487E-04     -0.42455096E-03
     165     -0.65427309E-09     -0.71468313E-09     -0.33206898E-04     -0.42455096E-03
     166     -0.65428691E-09     -0.71468313E-09     -0.33309839E-04     -0.42455096E-03
     167     -0.65429850E-09     -0.71468313E-09     -0.33398413E-04     -0.42455096E-03
     168     -0.65431537E-09     -0.71468313E-09     -0.33538276E-04     -0.42455096E-03
     169     -0.65431699E-09     -0.71468313E-09     -0.33544948E-04     -0.42455096E-03
     170     -0.65431727E-09     -0.71468313E-09     -0.33545748E-04     -0.42455096E-03
     171     -0.65431961E-09     -0.71468313E-09     -0.33557338E-04     -0.42455096E-03
     172     -0.65432346E-09     -0.71468313E-09     -0.33580073E-04     -0.42455096E-03
     173     -0.65433146E-09     -0.71468313E-09     -0.33626591E-04     -0.42455096E-03
     174     -0.65434218E-09     -0.71468313E-09     -0.33659680E-04     -0.42455096E-03
     175     -0.65434998E-09     -0.71468313E-09     -0.33707834E-04     -0.42455096E-03
     176     -0.65440388E-09     -0.71468313E-09     -0.33853723E-04     -0.42455096E-03
     177     -0.65441806E-09     -0.71468313E-09     -0.33897250E-04     -0.42455096E-03
     178     -0.65441899E-09     -0.71468313E-09     -0.33906970E-04     -0.42455096E-03
     179     -0.65442090E-09     -0.71468313E-09     -0.33914496E-04     -0.42455096E-03
     180     -0.65445472E-09     -0.71468313E-09     -0.34008334E-04     -0.42455096E-03
     181     -0.65446014E-09     -0.71468313E-09     -0.34039611E-04     -0.42455096E-03
     182     -0.65446914E-09     -0.71468313E-09     -0.34094897E-04     -0.42455096E-03
     183     -0.65447530E-09     -0.71468313E-09     -0.34158788E-04     -0.42455096E-03
     184     -0.65447831E-09     -0.71468313E-09     -0.34183896E-04     -0.42455096E-03
     185     -0.65448151E-09     -0.71468313E-09     -0.34201774E-04     -0.42455096E-03
     186     -0.65449572E-09     -0.71468313E-09     -0.34292112E-04     -0.42455096E-03
     187     -0.65450126E-09     -0.71468313E-09     -0.34313085E-04     -0.42455096E-03
     188     -0.65452106E-09     -0.71468313E-09     -0.34388614E-04     -0.42455096E-03
     189     -0.65453420E-09     -0.71468313E-09     -0.34435393E-04     -0.42455096E-03
     190     -0.65453909E-09     -0.71468313E-09     -0.34451202E-04     -0.42455096E-03
     191     -0.65455457E-09     -0.71468313E-09     -0.34501306E-04     -0.42455096E-03
     192     -0.65456234E-09     -0.71468313E-09     -0.34531657E-04     -0.42455096E-03
     193     -0.65458706E-09     -0.71468313E-09     -0.34674721E-04     -0.42455096E-03
     194     -0.65460039E-09     -0.71468313E-09     -0.34803888E-04     -0.42455096E-03
     195     -0.65460495E-09     -0.71468313E-09     -0.34832548E-04     -0.42455096E-03
     196     -0.65461153E-09     -0.71468313E-09     -0.34887216E-04     -0.42455096E-03
     197     -0.65461762E-09     -0.71468313E-09     -0.34914307E-04     -0.42455096E-03
     198     -0.65464701E-09     -0.71468313E-09     -0.35095803E-04     -0.42455096E-03
     199     -0.65464895E-09     -0.71468313E-09     -0.35102830E-04     -0.42455096E-03
     200     -0.65468536E-09     -0.71468313E-09     -0.35292158E-04     -0.42455096E-03
     201     -0.65470284E-09     -0.71468313E-09     -0.35416795E-04     -0.42455096E-03
     202     -0.65471026E-09     -0.71468313E-09     -0.35472764E-04     -0.42455096E-03
     203     -0.65471983E-09     -0.71468313E-09     -0.35546040E-04     -0.42455096E-03
     204     -0.65473176E-09     -0.71468313E-09     -0.35710454E-04     -0.42455096E-03
     205     -0.65473913E-09     -0.71468313E-09     -0.35828733E-04     -0.42455096E-03
     206     -0.65474139E-09     -0.71468313E-09     -0.35842307E-04     -0.42455096E-03
     207     -0.65474193E-09     -0.71468313E-09     -0.35845479E-04     -0.42455096E-03
     208     -0.65474773E-09     -0.71468313E-09     -0.35871616E-04     -0.42455096E-03
     209     -0.65475288E-09     -0.71468313E-09     -0.35891452E-04     -0.42455096E-03
     210     -0.65475411E-09     -0.71468313E-09     -0.35898415E-04     -0.42455096E-03
     211     -0.65475576E-09     -0.71468313E-09     -0.35909347E-04     -0.42455096E-03
     212     -0.65476014E-09     -0.71468313E-09     -0.35923614E-04     -0.42455096E-03
     213     -0.65477268E-09     -0.71468313E-09     -0.36016008E-04     -0.42455096E-03
     214     -0.65477643E-09     -0.71468313E-09     -0.36033690E-04     -0.42455096E-03
     215     -0.65482008E-09     -0.71468313E-09     -0.36182778E-04     -0.42455096E-03
     216     -0.65486575E-09     -0.71468313E-09     -0.36327281E-04     -0.42455096E-03
     217     -0.65487071E-09     -0.71468313E-09     -0.36351191E-04     -0.42455096E-03
     218     -0.65488461E-09     -0.71468313E-09     -0.36419578E-04     -0.42455096E-03
     219     -0.65488844E-09     -0.71468313E-09     -0.36440669E-04     -0.42455096E-03
     220     -0.65490662E-09     -0.71468313E-09     -0.36513408E-04     -0.42455096E-03
     221     -0.65495573E-09     -0.71468313E-09     -0.36664294E-04     -0.42455096E-03
     222     -0.65495878E-09     -0.71468313E-09     -0.36677218E-04     -0.42455096E-03
     223     -0.65496390E-09     -0.71468313E-09     -0.36701594E-04     -0.42455096E-03
     224     -0.65496859E-09     -0.71468313E-09     -0.36720338E-04     -0.42455096E-03
     225     -0.65496958E-09     -0.71468313E-09     -0.36726207E-04     -0.42455096E-03
     226     -0.65497942E-09     -0.71468313E-09     -0.36780092E-04     -0.42455096E-03
     227     -0.65498796E-09     -0.71468313E-09     -0.36863876E-04     -0.42455096E-03
     228     -0.65500881E-09     -0.71468313E-09     -0.37006995E-04     -0.42455096E-03
     229     -0.65501527E-09     -0.71468313E-09     -0.37070507E-04     -0.42455096E-03
     230     -0.65503357E-09     -0.71468313E-09     -0.37169515E-04     -0.42455096E-03
     231     -0.65503613E-09     -0.71468313E-09     -0.37181943E-04     -0.42455096E-03
     232     -0.65504659E-09     -0.71468313E-09     -0.37246579E-04     -0.42455096E-03
     233     -0.65505408E-09     -0.71468313E-09     -0.37299405E-04     -0.42455096E-03
     234     -0.65505977E-09     -0.71468313E-09     -0.37326226E-04     -0.42455096E-03
     235     -0.65506385E-09     -0.71468313E-09     -0.37333693E-04     -0.42455096E-03
     236     -0.65506686E-09     -0.71468313E-09     -0.37339923E-04     -0.42455096E-03
     237     -0.65507328E-09     -0.71468313E-09     -0.37370918E-04     -0.42455096E-03
     238     -0.65507656E-09     -0.71468313E-09     -0.37387800E-04     -0.42455096E-03
     239     -0.65509139E-09     -0.71468313E-09     -0.37458217E-04     -0.42455096E-03
     240     -0.65509905E-09     -0.71468313E-09     -0.37488657E-04     -0.42455096E-03
     241     -0.65512848E-09     -0.71468313E-09     -0.37641522E-04     -0.42455096E-03
     242     -0.65514625E-09     -0.71468313E-09     -0.37730698E-04     -0.42455096E-03
     243     -0.65516288E-09     -0.71468313E-09     -0.37819293E-04     -0.42455096E-03
     244     -0.65519182E-09     -0.71468313E-09     -0.37994687E-04     -0.42455096E-03
     245     -0.65521238E-09     -0.71468313E-09     -0.38141711E-04     -0.42455096E-03
     246     -0.65522951E-09     -0.71468313E-09     -0.38253502E-04     -0.42455096E-03
     247     -0.65524636E-09     -0.71468313E-09     -0.38348410E-04     -0.42455096E-03
     248     -0.65525288E-09     -0.71468313E-09     -0.38373802E-04     -0.42455096E-03
     249     -0.65525670E-09     -0.71468313E-09     -0.38388808E-04     -0.42455096E-03
     250     -0.65526106E-09     -0.71468313E-09     -0.38405805E-04     -0.42455096E-03
     251     -0.65526684E-09     -0.71468313E-09     -0.38442748E-04     -0.42455096E-03
     252     -0.65528560E-09     -0.71468313E-09     -0.38547568E-04     -0.42455096E-03
     253     -0.65529569E-09     -0.71468313E-09     -0.38635799E-04     -0.42455096E-03
     254     -0.65530362E-09     -0.71468313E-09     -0.38679826E-04     -0.42455096E-03
     255     -0.65530698E-09     -0.71468313E-09     -0.38700223E-04     -0.42455096E-03
     256     -0.65531530E-09     -0.71468313E-09     -0.38732882E-04     -0.42455096E-03
     257     -0.65534480E-09     -0.71468313E-09     -0.38853712E-04     -0.42455096E-03
     258     -0.65535420E-09     -0.71468313E-09     -0.38885622E-04     -0.42455096E-03
     259     -0.65537240E-09     -0.71468313E-09     -0.38950186E-04     -0.42455096E-03
     260     -0.65542812E-09     -0.71468313E-09     -0.39102363E-04     -0.42455096E-03
     261     -0.65544238E-09     -0.71468313E-09     -0.39154344E-04     -0.42455096E-03
     262     -0.65546396E-09     -0.71468313E-09     -0.39232259E-04     -0.42455096E-03
     263     -0.65552216E-09     -0.71468313E-09     -0.39399393E-04     -0.42455096E-03
     264     -0.65553652E-09     -0.71468313E-09     -0.39435590E-04     -0.42455096E-03
     265     -0.65556684E-09     -0.71468313E-09     -0.39525782E-04     -0.42455096E-03
     266     -0.65560047E-09     -0.71468313E-09     -0.39626819E-04     -0.42455096E-03
     267     -0.65561689E-09     -0.71468313E-09     -0.39679730E-04     -0.42455096E-03
     268     -0.65563467E-09     -0.71468313E-09     -0.39728646E-04     -0.42455096E-03
     269     -0.65564704E-09     -0.71468313E-09     -0.39793044E-04     -0.42455096E-03
     270     -0.65566654E-09     -0.71468313E-09     -0.39848479E-04     -0.42455096E-03
     271     -0.65569141E-09     -0.71468313E-09     -0.39941110E-04     -0.42455096E-03
     272     -0.65570964E-09     -0.71468313E-09     -0.39995244E-04     -0.42455096E-03
     273     -0.65574628E-09     -0.71468313E-09     -0.40122935E-04     -0.42455096E-03
     274     -0.65580274E-09     -0.71468313E-09     -0.40283351E-04     -0.42455096E-03
     275     -0.65584267E-09     -0.71468313E-09     -0.40381274E-04     -0.42455096E-03
     276     -0.65587223E-09     -0.71468313E-09     -0.40456650E-04     -0.42455096E-03
     277     -0.65592172E-09     -0.71468313E-09     -0.40618976E-04     -0.42455096E-03
     278     -0.65597469E-09     -0.71468313E-09     -0.40760056E-04     -0.42455096E-03
     279     -0.65598961E-09     -0.71468313E-09     -0.40800622E-04     -0.42455096E-03
     280     -0.65599741E-09     -0.71468313E-09     -0.40819602E-04     -0.42455096E-03
     281     -0.65601095E-09     -0.71468313E-09     -0.40854181E-04     -0.42455096E-03
     282     -0.65601952E-09     -0.71468313E-09     -0.40877291E-04     -0.42455096E-03
     283     -0.65603589E-09     -0.71468313E-09     -0.40918781E-04     -0.42455096E-03
     284     -0.65604159E-09     -0.71468313E-09     -0.40937882E-04     -0.42455096E-03
     285     -0.65604887E-09     -0.71468313E-09     -0.40974832E-04     -0.42455096E-03
     286     -0.65605470E-09     -0.71468313E-09     -0.40991486E-04     -0.42455096E-03
     287     -0.65605668E-09     -0.71468313E-09     -0.40998861E-04     -0.42455096E-03
     288     -0.65606403E-09     -0.71468313E-09     -0.41026227E-04     -0.42455096E-03
     289     -0.65606865E-09     -0.71468313E-09     -0.41041695E-04     -0.42455096E-03
     290     -0.65610914E-09     -0.71468313E-09     -0.41167376E-04     -0.42455096E-03
     291     -0.65614876E-09     -0.71468313E-09     -0.41286447E-04     -0.42455096E-03
     292     -0.65620589E-09     -0.71468313E-09     -0.41468098E-04     -0.42455096E-03
     293     -0.65621842E-09     -0.71468313E-09     -0.41505333E-04     -0.42455096E-03
     294     -0.65628094E-09     -0.71468313E-09     -0.41714306E-04     -0.42455096E-03
     295     -0.65629897E-09     -0.71468313E-09     -0.41766824E-04     -0.42455096E-03
     296     -0.65630223E-09     -0.71468313E-09     -0.41777815E-04     -0.42455096E-03
     297     -0.65630877E-09     -0.71468313E-09     -0.41786231E-04     -0.42455096E-03
     298     -0.65631010E-09     -0.71468313E-09     -0.41790430E-04     -0.42455096E-03
     299     -0.65631264E-09     -0.71468313E-09     -0.41798399E-04     -0.42455096E-03
     300     -0.65632442E-09     -0.71468313E-09     -0.41912567E-04     -0.42455096E-03
     301     -0.65633310E-09     -0.71468313E-09     -0.42007385E-04     -0.42455096E-03
     302     -0.65633801E-09     -0.71468313E-09     -0.42036446E-04     -0.42455096E-03
     303     -0.65634119E-09     -0.71468313E-09     -0.42053237E-04     -0.42455096E-03
     304     -0.65634290E-09     -0.71468313E-09     -0.42058455E-04     -0.42455096E-03
     305     -0.65634604E-09     -0.71468313E-09     -0.42068599E-04     -0.42455096E-03
     306     -0.65634933E-09     -0.71468313E-09     -0.42077714E-04     -0.42455096E-03
     307     -0.65635454E-09     -0.71468313E-09     -0.42118292E-04     -0.42455096E-03
     308     -0.65635527E-09     -0.71468313E-09     -0.42119455E-04     -0.42455096E-03
     309     -0.65635707E-09     -0.71468313E-09     -0.42123138E-04     -0.42455096E-03
     310     -0.65637348E-09     -0.71468313E-09     -0.42188937E-04     -0.42455096E-03
     311     -0.65638142E-09     -0.71468313E-09     -0.42221758E-04     -0.42455096E-03
     312     -0.65640992E-09     -0.71468313E-09     -0.42334153E-04     -0.42455096E-03
     313     -0.65641399E-09     -0.71468313E-09     -0.42346423E-04     -0.42455096E-03
     314     -0.65642608E-09     -0.71468313E-09     -0.42391446E-04     -0.42455096E-03
     315     -0.65643670E-09     -0.71468313E-09     -0.42431668E-04     -0.42455096E-03
     316     -0.65644503E-09     -0.71468313E-09     -0.42458411E-04     -0.42455096E-03
     317     -0.65644659E-09     -0.71468313E-09     -0.42463425E-04     -0.42455096E-03
     318     -0.65645040E-09     -0.71468313E-09     -0.42474781E-04     -0.42455096E-03
     319     -0.65645359E-09     -0.71468313E-09     -0.42482294E-04     -0.42455096E-03
     320     -0.65649782E-09     -0.71468313E-09     -0.42589906E-04     -0.42455096E-03
     321     -0.65654661E-09     -0.71468313E-09     -0.42715099E-04     -0.42455096E-03
